title,na_sales,jp_sales,pal_sales,other_sales,total_title,popular_title,flop_title
Ultimate Duck Hunting,0.0700000002980232,NULL,NULL,0.00999999977648258,2,North America,Other Region
101-in-1 Sports Megamix,0.0799999982118607,NULL,0,0.00999999977648258,1,North America,Europe and Africa
Cecile,NULL,NULL,NULL,NULL,4,Other Region,Other Region
Mario Party 3,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Shoot or Date,NULL,NULL,NULL,NULL,1,Other Region,Other Region
AXEH,NULL,NULL,NULL,NULL,1,Other Region,Other Region
"Women's Murder Club: A Darker ",NULL,NULL,NULL,NULL,1,Other Region,Other Region
Operation Wolf,NULL,NULL,NULL,NULL,4,Other Region,Other Region
The Lord of the Rings: The Two,3.33000001311302,0.0799999982118607,2.50000004470348,0.749999986961484,5,North America,Japan
Splatterhouse: Wanpaku Graffit,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Dungeon Adventure,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Shining Force Feather,NULL,0.0599999986588955,NULL,NULL,1,Japan,Other Region
Prophecy: The Viking Child,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Lost Castle,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Bugs,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Chessmaster Live,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Evolution Skateboarding,0.159999994561076,NULL,0.110000001266599,0.0299999993294477,2,North America,Other Region
Jikkyou Powerful Pro Yakyuu 15,NULL,0.319999992847443,NULL,NULL,2,Japan,Other Region
Taiko no Tatsujin: Go! Go! God,NULL,0.200000002980232,NULL,NULL,1,Japan,Other Region
Transworld Surf,0.190000005066395,NULL,0.099999999627471,0.0199999995529652,2,North America,Other Region
Batman & Robin,0.0599999986588955,NULL,0.0399999991059303,0.00999999977648258,1,North America,Other Region
Mana Khemia: Alchemists of Al-,0.0299999993294477,0.0399999991059303,0.0199999995529652,0.00999999977648258,2,Japan,Other Region
Reservoir Dogs,NULL,NULL,0,NULL,3,Europe and Africa,Europe and Africa
Genei Toshi: Illusion City,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Azur Lane: Crosswave,NULL,NULL,NULL,NULL,3,Other Region,Other Region
Rock N' Roll Climber,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Kimi ni Todoke: Tsutaeru Kimoc,NULL,0.0500000007450581,NULL,NULL,1,Japan,Other Region
Motto TOEIC Test DS Training,NULL,0.0399999991059303,NULL,NULL,1,Japan,Other Region
Heartful Simulator Pachi-Slot:,NULL,0.00999999977648258,NULL,NULL,1,Japan,Other Region
RailWorks: Tornado Edition,NULL,NULL,0,0,1,Europe and Africa,Europe and Africa
Boboboubo Boubobo: Shuumare! T,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Arcade Archives: Mario Bros.,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Legend of Hero Tonma,NULL,NULL,NULL,NULL,3,Other Region,Other Region
Chibi Maruko-Chan Okozukai Dai,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Shikigami no Shiro II,NULL,NULL,NULL,NULL,4,Other Region,Other Region
Famicom Mini: Star Soldier,NULL,0.0799999982118607,NULL,0,1,Japan,Other Region
Rabi-Ribi,NULL,NULL,NULL,NULL,2,Other Region,Other Region
"3-Nen B-Gumi Kinpachi Sensei: ",NULL,NULL,NULL,NULL,1,Other Region,Other Region
Riding Academy,NULL,NULL,NULL,NULL,1,Other Region,Other Region
fault - milestone one,NULL,NULL,NULL,NULL,3,Other Region,Other Region
Sonny with a Chance,0.119999997317791,NULL,0.0199999995529652,0.00999999977648258,1,North America,Other Region
Matchem,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Heron: Steam Machine,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Haruoto Alice * Gram Snow Drop,NULL,NULL,NULL,NULL,2,Other Region,Other Region
RealSports Baseball,0.200000002980232,NULL,0.00999999977648258,0,3,North America,Other Region
Monopoly Tycoon,NULL,NULL,0.00999999977648258,0,1,Europe and Africa,Other Region
Sinking Island,NULL,NULL,0,0,1,Europe and Africa,Europe and Africa
Ayrton Senna Kart Duel,NULL,NULL,NULL,NULL,1,Other Region,Other Region
NHL Breakaway 99,0.0700000002980232,NULL,0.00999999977648258,0,1,North America,Other Region
"Battlezone: Rise of the Black ",0.0599999986588955,NULL,0.00999999977648258,0,1,North America,Other Region
Discovery Kids: Snake Safari,0.0199999995529652,NULL,NULL,0,1,North America,Other Region
Burning Paper,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Qbics Paint,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Zidane Football Generation 200,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Simple 1500 Series Vol. 70: Th,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Area 51,0.840000003576279,NULL,0.500000011175871,0.119999999180436,5,North America,Other Region
Kaidan Restaurant: Ura Menu 10,NULL,0.0799999982118607,NULL,NULL,1,Japan,Other Region
Pac-Kong,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Marvel Pinball: Epic Collectio,0.0699999984353781,NULL,NULL,0.0199999995529652,2,North America,Other Region
"Warhammer 40,000: Kill Team",NULL,NULL,NULL,NULL,3,Other Region,Other Region
Sega 3D Fukkoku Archives 3,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Speedball 2: Brutal Deluxe,NULL,NULL,NULL,NULL,3,Other Region,Other Region
Madden NFL 2000,2.25999993085861,NULL,0.0599999986588955,0.0399999991059303,4,North America,Other Region
Sword Art Online: Hollow Fragm,NULL,NULL,0.109999999403954,0.0199999995529652,2,Europe and Africa,Other Region
Cross Channel: In Memory of Al,NULL,0.0199999995529652,NULL,NULL,1,Japan,Other Region
Legend of Edda,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Sports Champions,2.15000009536743,0.100000001490116,1.12999999523163,0.5,1,North America,Japan
Army Men: Turf Wars,0,NULL,0,0,1,North America,North America
"Busin 0: Wizardry Alternative ",NULL,NULL,NULL,NULL,1,Other Region,Other Region
The Sims 2: Nightlife,1.22000002861023,NULL,0.0500000007450581,NULL,1,North America,Other Region
NHL FaceOff '97,0.259999990463257,NULL,0.170000001788139,0.0299999993294477,1,North America,Other Region
Atelier Lydie & Suelle: The Al,0.0499999988824129,0.0499999988824129,NULL,0.00999999977648258,5,North America,Other Region
The Legend of Korra (2014),NULL,NULL,NULL,NULL,5,Other Region,Other Region
Maison Ikkoku,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Sonic Battle,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Animal Breeder 4,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Gegege no Kitarou: Kiki Ippats,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Ashes Cricket,NULL,NULL,0.0399999991059303,0,2,Europe and Africa,Other Region
Dark Envoy,NULL,NULL,NULL,NULL,3,Other Region,Other Region
World Stadium 5,NULL,0.0900000035762787,NULL,0.00999999977648258,1,Japan,Other Region
Tanjou Debut Pure,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Shugo Chara! 3-tsu no Tamagoto,NULL,0.0500000007450581,NULL,NULL,1,Japan,Other Region
Army Men 2,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Mario Kart Wii,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Infinite Pics,NULL,NULL,NULL,NULL,1,Other Region,Other Region
YetiSports,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Worms: The Director's Cut,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Dragon Ball Z Super Gokuden: T,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Reach for the Stars (1986),NULL,NULL,NULL,NULL,1,Other Region,Other Region
Ultraman Club: Supokon Fight!,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Go! Go! Kokopolo,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Big Win Football,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Hammerin' Harry,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Ace Armstrong vs. the Alien Sc,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Ratchet & Clank Collection,0.469999998807907,0.0199999995529652,0.150000000372529,0.119999997317791,3,North America,Japan
God Eater 2,NULL,0.689999982714653,NULL,NULL,3,Japan,Other Region
Poker Night,NULL,NULL,NULL,NULL,1,Other Region,Other Region
NASCAR Racing 3,NULL,NULL,NULL,NULL,1,Other Region,Other Region
If My Heart Had Wings,NULL,NULL,NULL,NULL,1,Other Region,Other Region
The Sims 2: Happy Holiday Stuf,0.00999999977648258,NULL,0.00999999977648258,0,1,North America,Other Region
Sid Meier's Civilization III,NULL,NULL,0,0,1,Europe and Africa,Europe and Africa
Super Daryl Deluxe,NULL,NULL,NULL,NULL,3,Other Region,Other Region
Kageyama Hideo no IQ Teacher D,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Cinders,NULL,NULL,NULL,NULL,4,Other Region,Other Region
Crazy Taxi 3: High Roller,0.140000000596046,0.0199999995529652,0.0399999991059303,0.00999999977648258,1,North America,Other Region
Mount & Blade: Warband,0.00999999977648258,NULL,0.00999999977648258,0,3,North America,Other Region
11eyes: CrossOver,NULL,0.0399999991059303,NULL,NULL,2,Japan,Other Region
Terror of Hemasaurus,NULL,NULL,NULL,NULL,6,Other Region,Other Region
Sang-Froid - Tales of Werewolv,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Fire Emblem: Seisen no Keifu,NULL,NULL,NULL,NULL,3,Other Region,Other Region
Sensible Soccer: European Cham,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Dear Daniel no Sweet Adventure,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Elliot Quest,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Super One More Jump,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Mortal Kombat 4,1.36000001430511,NULL,0.720000013709068,0.110000001266599,3,North America,Other Region
TimeSplitters: Future Perfect,0.299999993294477,NULL,0.140000002458692,0.0399999991059303,3,North America,Other Region
Iron Roses,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Silent Service II,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Pro Evolution Soccer 2016,0.370000001043081,0.299999997019768,0.700000002980232,0.170000001788139,5,Europe and Africa,Other Region
NyxQuest: Kindred Spirits,NULL,NULL,NULL,NULL,2,Other Region,Other Region
D1 Professional Drift Grand Pr,0.00999999977648258,NULL,0.00999999977648258,0,2,North America,Other Region
"The Legend of Zelda: The Wind ",NULL,NULL,NULL,NULL,2,Other Region,Other Region
Pool Panic,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Shanghai DS 2,NULL,NULL,NULL,NULL,1,Other Region,Other Region
KungFu Kickball,NULL,NULL,NULL,NULL,4,Other Region,Other Region
Saint,0.0199999995529652,NULL,NULL,0,1,North America,Other Region
FruitFall Crush,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Space Rangers 2: Rise of the D,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Arcade Hoops Basketball,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Game Tycoon,NULL,NULL,NULL,NULL,1,Other Region,Other Region
SimEarth: The Living Planet,NULL,0.159999996423721,NULL,0,5,Japan,Other Region
Deadlight,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Mega Man Universe,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Fight of the Castle,NULL,NULL,NULL,NULL,1,Other Region,Other Region
ASH: Archaic Sealed Heat,NULL,0.119999997317791,NULL,NULL,1,Japan,Other Region
Half-Life: They Hunger,NULL,NULL,NULL,NULL,1,Other Region,Other Region
"Shogun 2: Total War - Sengoku ",NULL,NULL,NULL,NULL,1,Other Region,Other Region
Pokémon Red / Green / Blue Ver,NULL,NULL,NULL,NULL,1,Other Region,Other Region
NCAA Football 09 All-Play,0.150000005960464,NULL,NULL,0.00999999977648258,1,North America,Other Region
Tokyo Tattoo Girls,0.00999999977648258,NULL,NULL,0,1,North America,Other Region
Animal Yokochou: Doki*Doki Kyu,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Mortal Kombat Komplete Edition,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Monster Burner,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Gunstar Super Heroes,0.0500000007450581,NULL,0.0199999995529652,0,1,North America,Other Region
Zombie Vikings,NULL,NULL,0.00999999977648258,0,1,Europe and Africa,Other Region
Gain Ground,NULL,NULL,NULL,NULL,4,Other Region,Other Region
Star Wars: X-Wing Alliance,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Battle Isle,NULL,NULL,NULL,NULL,1,Other Region,Other Region
"P.T.O. IV: Pacific Theater of ",0.0399999991059303,NULL,0.0299999993294477,0.00999999977648258,1,North America,Other Region
Akogare Girls Collection: Pika,NULL,0.0199999995529652,NULL,NULL,2,Japan,Other Region
A Vampyre Story,NULL,NULL,0.00999999977648258,0,2,Europe and Africa,Other Region
Yarudora Series Vol.4: Yukiwar,NULL,NULL,NULL,NULL,1,Other Region,Other Region
The Light Brigade,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Championship Manager 03/04,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Crysis: Maximum Edition,0,NULL,0.0700000002980232,0.0199999995529652,1,Europe and Africa,North America
Land of the Dead: Road to Fidd,0.0500000007450581,NULL,0.00999999977648258,0,2,North America,Other Region
Zoids Dash,NULL,0.0199999995529652,NULL,NULL,1,Japan,Other Region
Maple Story: Unmei no Shoujo,NULL,0.00999999977648258,NULL,NULL,1,Japan,Other Region
Batman Returns,NULL,NULL,NULL,NULL,8,Other Region,Other Region
Jungle Heat,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Starbase,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Astrology DS,0.0299999993294477,NULL,0,0,1,North America,Europe and Africa
Shiratsuyu no Kai,NULL,0.0199999995529652,NULL,NULL,1,Japan,Other Region
Ghost Manor,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Circus Lido,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Rabio Lepus Special,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Uchuu Senkan Yamato: Ankoku Se,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Genji: Days of the Blade,0.180000007152557,0.0599999986588955,0.379999995231628,0.140000000596046,1,Europe and Africa,Japan
Arkista´s Ring,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Alabama,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Powerstar Golf,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Hakushaku to Yousei: Yume to K,NULL,0,NULL,NULL,1,Japan,Japan
Crazy Coins,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Armadillo Run,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Bet on Soldier: Trilogy,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Gallop Racer 2006,0.0199999995529652,0.0599999986588955,0.0199999995529652,0.00999999977648258,1,Japan,Other Region
Taito Legends Power Up,0.0500000007450581,NULL,NULL,0.00999999977648258,1,North America,Other Region
Angelique Duet,NULL,0.0399999991059303,NULL,0,3,Japan,Other Region
Kensei: Sacred Fist,0.00999999977648258,NULL,0.00999999977648258,0,1,North America,Other Region
Professor Layton and the Diabo,NULL,NULL,NULL,NULL,1,Other Region,Other Region
"Hokuto no Ken: Seiki Matsukyu ",NULL,NULL,NULL,NULL,1,Other Region,Other Region
Magic: The Gathering Online: C,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Sea of Thieves,0.600000023841858,NULL,0.270000010728836,0.0900000035762787,3,North America,Other Region
Yoake Yori Ruriiro na Portable,NULL,0.0199999995529652,NULL,NULL,1,Japan,Other Region
Agent,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Resident Evil 2,0.429999984800816,0.0700000002980232,0.100000003352761,0.00999999977648258,9,North America,Other Region
Clock Tower,0.0700000002980232,0.379999995231628,0.0500000007450581,0.0299999993294477,4,Japan,Other Region
VA-11 HALL-A,NULL,0.00999999977648258,NULL,NULL,7,Japan,Other Region
Last Stop,NULL,NULL,NULL,NULL,3,Other Region,Other Region
The Quiz Gear Fight!!,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Air Battles: Sky Defender,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Police Quest Collection,NULL,NULL,NULL,NULL,1,Other Region,Other Region
One Finger Death Punch,NULL,NULL,NULL,NULL,4,Other Region,Other Region
Power Math,NULL,NULL,NULL,NULL,1,Other Region,Other Region
invAIders,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Dragon Saber (Arcade),NULL,NULL,NULL,NULL,1,Other Region,Other Region
GunCom 2,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Littlest Pet Shop: Garden,0.310000002384186,NULL,0.230000004172325,0.0599999986588955,1,North America,Other Region
Monopoly for Nintendo Switch,0.0599999986588955,0.00999999977648258,0.219999998807907,0.0199999995529652,1,Europe and Africa,Japan
Might & Magic X: Legacy,NULL,NULL,0.0299999993294477,0,1,Europe and Africa,Other Region
Shakugan no Shana DS,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Chess & Checkers,NULL,NULL,NULL,NULL,1,Other Region,Other Region
SingStar La edad de Oro del Po,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Alex Kidd: The Lost Stars,NULL,NULL,NULL,NULL,2,Other Region,Other Region
NieR: The World of Recycled Ve,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Half-Life 2,0.370000004768372,NULL,0.209999993443489,0.0299999993294477,3,North America,Other Region
Pixelocity,NULL,NULL,NULL,NULL,1,Other Region,Other Region
New Game! The Challenge Stage!,NULL,0.0299999993294477,NULL,NULL,2,Japan,Other Region
Banana Prince,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Super Robot Wars T,NULL,NULL,NULL,NULL,2,Other Region,Other Region
King's Quest,NULL,NULL,NULL,NULL,3,Other Region,Other Region
Sunless Sea,NULL,NULL,NULL,NULL,3,Other Region,Other Region
TheAmazingRumblingHypnoDisc,NULL,NULL,NULL,NULL,1,Other Region,Other Region
System Flaw,0.0900000035762787,NULL,NULL,0.00999999977648258,1,North America,Other Region
World Tour Racing,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Call For Heroes: Pompolic Wars,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Plastic Memories,NULL,0.0199999995529652,NULL,NULL,1,Japan,Other Region
Norimono Oukoku DS: You! Unten,NULL,0.00999999977648258,NULL,NULL,1,Japan,Other Region
FIFA Manager 09,NULL,NULL,0,0,1,Europe and Africa,Europe and Africa
Don't Fry the Frog,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Tetris DX,NULL,NULL,NULL,NULL,1,Other Region,Other Region
My Little Baby,NULL,NULL,0.00999999977648258,0,2,Europe and Africa,Other Region
Tron Deadly Discs,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Pinball Arcade,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Smuggler's Run: Warzones,0.0599999986588955,NULL,0.0199999995529652,0,1,North America,Other Region
Tiny Toon Adventures: Buster's,NULL,NULL,NULL,NULL,1,Other Region,Other Region
The Technomancer,0.0699999984353781,NULL,0.0599999986588955,0.0199999995529652,3,North America,Other Region
Yuki Katari,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Fishdom: Frosty Splash,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Metal Fatigue,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Sonic X: Game Boy Advance Vide,0.189999997615814,NULL,0.0700000002980232,0,1,North America,Other Region
Tokimeki Memorial: Taisen Pazu,NULL,0.170000001788139,NULL,0.00999999977648258,3,Japan,Other Region
Flipnic: Ultimate Pinball,0.0299999993294477,NULL,0.0199999995529652,0.00999999977648258,1,North America,Other Region
Showtime Championship Boxing,0.119999997317791,NULL,0,0,2,North America,Europe and Africa
F-22 Lightning 3,NULL,NULL,0,0,1,Europe and Africa,Europe and Africa
S.C.I.: Special Criminal Inves,NULL,NULL,NULL,NULL,3,Other Region,Other Region
"Densha de Go! Nagoya Tetsudou ",NULL,NULL,NULL,NULL,1,Other Region,Other Region
Military Madness: Nectaris,NULL,NULL,NULL,NULL,3,Other Region,Other Region
Cel Damage,0.140000004321337,NULL,0.0399999991059303,0,5,North America,Other Region
PairPlay Europe,NULL,NULL,NULL,NULL,1,Other Region,Other Region
The King of Fighters XIV,0.209999993443489,0.0599999986588955,0.0199999995529652,0.0500000007450581,1,North America,Europe and Africa
Jigoku Shoujo Mioyosuga,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Bravely Default: Flying Fairy,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Vattle Giuce,NULL,NULL,NULL,NULL,1,Other Region,Other Region
"Airborne Assault: Conquest of ",NULL,NULL,NULL,NULL,1,Other Region,Other Region
