title,na_sales,jp_sales,pal_sales,other_sales,total_title,popular_title,flop_title
Fracture,0.260000005364418,0,0.179999999701977,0.0599999986588955,2,North America,Japan
Festa!! Hyper Girls Party,NULL,0.00999999977648258,NULL,NULL,1,Japan,Other Region
Family Trainer: Rairai Kyonshi,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Trine 2,NULL,NULL,NULL,NULL,5,Other Region,Other Region
Final Quest II,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Super Air Zonk: Rockabilly Par,NULL,NULL,NULL,NULL,2,Other Region,Other Region
MagiCard,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Dear RED,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Baby T-Rex,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Private Idol Disc: Tokobetsuhe,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Ace Gals Tennis,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Wannyon Idol Gakuen,NULL,NULL,NULL,NULL,1,Other Region,Other Region
X-Morph: Defense,NULL,NULL,NULL,NULL,4,Other Region,Other Region
Hexen: Beyond Heretic,0.0599999986588955,NULL,0.0399999991059303,0.00999999977648258,3,North America,Other Region
Digimon Story: Super Xros Wars,NULL,0.100000001490116,NULL,NULL,1,Japan,Other Region
Aeon Flux,0.0299999993294477,NULL,0.0199999995529652,0.00999999977648258,2,North America,Other Region
Kingdom Crusade,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Tomb Raider Underworld: Beneat,NULL,NULL,NULL,NULL,1,Other Region,Other Region
S.Y.K Twin Pack,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Fruits and Veggies Educational,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Redneck Racers,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Kirby and the Forgotten Land,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Hayate no Gotoku! Boku ga Rome,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Metal Wolf REV,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Defenders & Dragons,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Junction,NULL,NULL,NULL,NULL,2,Other Region,Other Region
SimCity Classic (OS/2),NULL,NULL,NULL,NULL,1,Other Region,Other Region
Warlocked,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Truckin' Collection,NULL,NULL,0,NULL,1,Europe and Africa,Europe and Africa
Space War,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Mini Ghost,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Baldur's Gate: Siege of Dragon,NULL,NULL,NULL,NULL,3,Other Region,Other Region
Kingdom Hearts: Final Mix,NULL,0.550000011920929,NULL,NULL,1,Japan,Other Region
Devil Summoner: Soul Hackers,NULL,0.450000002980232,NULL,0.00999999977648258,2,Japan,Other Region
Mortal Kombat Advance,0,NULL,0,0,1,North America,North America
Devil Summoner: Soul Hackers -,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Warhammer Online: Age of Recko,NULL,NULL,NULL,NULL,1,Other Region,Other Region
The Swapper,NULL,NULL,NULL,NULL,7,Other Region,Other Region
Son of Scoregasm,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Far Cry: New Dawn,NULL,NULL,NULL,NULL,3,Other Region,Other Region
Pizza Tycoon,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Steel Diver,0.310000002384186,0.0500000007450581,0.100000001490116,0.0399999991059303,1,North America,Other Region
The Sims 4: City Living,0.0299999993294477,NULL,0.300000011920929,0.0199999995529652,1,Europe and Africa,Other Region
CSI: Fatal Conspiracy,0.339999996125698,NULL,0.199999997392297,0.0599999986588955,4,North America,Other Region
Arcade Archives: Stakes Winner,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Fatal Fury 3: Road to the Fina,NULL,NULL,NULL,NULL,4,Other Region,Other Region
Widget's Odyssey 2,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Fray: Shuugyouhen,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Waga Ryuu o Miyo: Pride of the,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Panzer Corps,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Dragon's Crown,0.410000011324883,0.28999999910593,0.0999999977648258,0.0899999998509884,3,North America,Other Region
Shinsei ni Shite Okasu be Kara,NULL,NULL,NULL,NULL,1,Other Region,Other Region
InnerSpace,NULL,NULL,NULL,NULL,4,Other Region,Other Region
Codename: ICEMAN,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Putt-Putt's Fun Pack,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Sokuren Keisan: Shougaku 4 Nen,NULL,NULL,NULL,NULL,1,Other Region,Other Region
SHOOT THE BALL,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Kawa no Nushi Tsuri 3+4,NULL,NULL,NULL,NULL,1,Other Region,Other Region
NHL '94,NULL,NULL,NULL,NULL,3,Other Region,Other Region
Disciples II DS,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Disney Friends,0.119999997317791,NULL,0.0299999993294477,0.00999999977648258,1,North America,Other Region
Burning Road,0.0700000002980232,NULL,0.0500000007450581,0.00999999977648258,1,North America,Other Region
Taikokenchi,NULL,NULL,NULL,NULL,1,Other Region,Other Region
ButtonHoldingExtravaganzaParty,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Farming Simulator 15?,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Microsoft Flight Simulator 5.0,NULL,NULL,NULL,NULL,1,Other Region,Other Region
The Wild Thornberrys Movie,0.25,NULL,0.0900000035762787,0.00999999977648258,2,North America,Other Region
Just Shapes & Beats,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Elisabeth I.,NULL,NULL,NULL,NULL,1,Other Region,Other Region
The Wardrobe,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Uso Hakken Utsuwa: Kokoronouch,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Watchmen: The End is Nigh - Th,0.0799999982118607,NULL,0.0599999986588955,0.0199999995529652,1,North America,Other Region
Portable Island: Tenohira Reso,NULL,0.0199999995529652,NULL,NULL,1,Japan,Other Region
Batman - The Telltale Series,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Life is Strange: True Colors,NULL,NULL,NULL,NULL,6,Other Region,Other Region
Super UNO,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Good Job!,NULL,NULL,NULL,NULL,1,Other Region,Other Region
The Swords of Ditto: Mormo's C,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Scene It? Box Office Smash,0.330000013113022,NULL,0.25,0.0700000002980232,1,North America,Other Region
Tokyo Mirage Sessions #FE,0.170000001788139,0.0799999982118607,0.0599999986588955,0.0199999995529652,1,North America,Other Region
Naruto Shippuuden: Shinobi Ret,NULL,0.0399999991059303,NULL,NULL,1,Japan,Other Region
Rappelz,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Linkle Liver Story,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Europa Universalis III: In Nom,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Wreckin Crew,0.0500000007450581,NULL,0.0299999993294477,0.00999999977648258,2,North America,Other Region
Barbie Fashion Pack,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Homeworld: Shipbreakers,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Super Fire ProWrestling,NULL,0.389999985694885,NULL,0,1,Japan,Other Region
Worms: A Space Oddity,0.0599999986588955,NULL,0.0199999995529652,0.00999999977648258,1,North America,Other Region
Out of the Park Baseball 15,NULL,NULL,NULL,NULL,3,Other Region,Other Region
Dino Breeder 2,NULL,NULL,NULL,NULL,1,Other Region,Other Region
"Port Royale: Gold, Power and P",NULL,NULL,NULL,NULL,1,Other Region,Other Region
Far Cry: Primal,1.20999998599291,0.0700000002980232,2.18000000715256,0.519999999552965,3,Europe and Africa,Japan
Tear Ring Saga Yutona Eiyuu Se,NULL,0.370000004768372,NULL,0.0299999993294477,1,Japan,Other Region
NBA Jam 99,0.25,NULL,0.0199999995529652,0,2,North America,Other Region
Fractured Soul,NULL,NULL,NULL,NULL,3,Other Region,Other Region
Captain Tsubasa: Rise of New C,NULL,NULL,NULL,NULL,4,Other Region,Other Region
"Might and Magic III: Isles of ",NULL,NULL,NULL,NULL,2,Other Region,Other Region
Shadow Kings,NULL,NULL,NULL,NULL,1,Other Region,Other Region
SunAge,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Dynasty Warriors 3: Xtreme Leg,0.129999995231628,0.740000009536743,0.100000001490116,0.0299999993294477,1,Japan,Other Region
Azure Dreams,0.0700000002980232,NULL,0.0500000007450581,0.00999999977648258,2,North America,Other Region
Lord of Magna: Maiden Heaven,NULL,0.0599999986588955,NULL,NULL,1,Japan,Other Region
Itadaki Street DS,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Age of Booty,NULL,NULL,NULL,NULL,3,Other Region,Other Region
Contra: Shattered Soldier,0.280000001192093,NULL,0.219999998807907,0.0700000002980232,1,North America,Other Region
Zork Nemesis,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Mahjong Gakuensai DX,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Tori Tamashii: Chicken-do Shin,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Puzzle & Dragons Z + Super Mar,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Egg,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Year Walk,NULL,NULL,NULL,NULL,3,Other Region,Other Region
Chaos on Deponia,NULL,NULL,NULL,NULL,3,Other Region,Other Region
Cocoto Funfair,NULL,NULL,NULL,NULL,1,Other Region,Other Region
GameBoy Wars 3,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Street Fighter,NULL,NULL,NULL,NULL,4,Other Region,Other Region
Ultima VII: The Forge of Virtu,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Detana!! TwinBee,NULL,NULL,NULL,NULL,3,Other Region,Other Region
Medal of Honor: Breakthrough,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Disney Princess: Enchanting St,0.320000000298023,NULL,0.130000000819564,0.0399999991059303,2,North America,Other Region
The Book of Unwritten Tales 2,NULL,NULL,0.0799999982118607,0.00999999977648258,9,Europe and Africa,Other Region
Slotter Mania V,NULL,NULL,NULL,NULL,1,Other Region,Other Region
DROD: King Dugan's Dungeon,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Killzone 2: DLC Bundle Pack,0.230000004172325,0.230000004172325,0.100000001490116,0.0299999993294477,1,North America,Other Region
Sonic Jam,NULL,0.119999997317791,NULL,NULL,1,Japan,Other Region
Rozen Maiden: Gebetgarten,NULL,0.00999999977648258,NULL,NULL,1,Japan,Other Region
Demolition Girl,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Samurai Sword Destiny,NULL,NULL,NULL,NULL,1,Other Region,Other Region
UBERMOSH Vol.5,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Uchuu Daisakusen Chocovader: U,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Arumana no Kiseki (FDS),NULL,NULL,NULL,NULL,1,Other Region,Other Region
Down in Bermuda,NULL,NULL,NULL,NULL,3,Other Region,Other Region
Alien Olympics 2044 AD,NULL,NULL,NULL,NULL,1,Other Region,Other Region
AI War: The Zenith Remnant,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Fortix 2,NULL,NULL,NULL,NULL,2,Other Region,Other Region
My Amusement Park,0.0500000007450581,NULL,NULL,0,1,North America,Other Region
Cyber Org,NULL,NULL,NULL,NULL,1,Other Region,Other Region
King of Dragons,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Jajamaru no Daibouken,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Sparkle Unleashed,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Wild Gunman,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Little Patisse: Keaki no Shiro,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Warlords,NULL,NULL,NULL,NULL,4,Other Region,Other Region
Gakken Kanyouku Kotowaza 210,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Sonic X Game Boy Advance Video,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Dengeki Bunko Fighting Climax,0.120000001043081,0.179999999701977,0,0.0399999991059303,2,Japan,Europe and Africa
Casper and the Ghostly Trio,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Jinsei Game: Happy Step,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Perman,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Cross Treasures,NULL,0.0199999995529652,NULL,NULL,1,Japan,Other Region
Obocchamakun,NULL,NULL,NULL,NULL,2,Other Region,Other Region
1080° Avalanche,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Cirsed Castilla EX,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Meitantei Conan: Trick Trick V,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Power Moves,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Clicker Heroes 2,NULL,NULL,NULL,NULL,1,Other Region,Other Region
El Dorado Gate Volume 1,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Hard Rock Casino,0.119999997317791,NULL,0,0.00999999977648258,3,North America,Europe and Africa
L.G.S: Shinsetsu Houshinengi,NULL,0.0199999995529652,NULL,NULL,1,Japan,Other Region
Rabbids Invasion: The Interact,0,NULL,0.0199999995529652,0,3,Europe and Africa,North America
Nursery Mania,0.00999999977648258,NULL,NULL,0,1,North America,Other Region
Ultimate Lemmings,NULL,NULL,NULL,NULL,1,Other Region,Other Region
1500DS Spirits Vol. 8: Darts,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Space Rebellion,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Groovy Chick: My Fashion World,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Houkago Custom Time: Customize,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Aurora Blade,NULL,NULL,NULL,NULL,1,Other Region,Other Region
SOCOM: U.S. Navy SEALs,2.52999997138977,0.0599999986588955,0.810000002384186,0.239999994635582,1,North America,Japan
Taxi Rider,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Moria,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Army of Two: The 40th Day,1.20999997109175,0.00999999977648258,0.640000000596046,0.299999997019768,6,North America,Japan
Dragon Star Varnir,NULL,0.0199999995529652,NULL,NULL,3,Japan,Other Region
Bentley's Hackpack,NULL,NULL,NULL,NULL,4,Other Region,Other Region
DaiaDroids World: Evil Teikoku,NULL,NULL,NULL,NULL,1,Other Region,Other Region
We Happy Few,0.149999998509884,NULL,0.0499999988824129,0.0299999993294477,3,North America,Other Region
Croket! 4,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Tower Unite,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Aqua,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Bullet Candy,NULL,NULL,NULL,NULL,1,Other Region,Other Region
The Serious Sam Collection,NULL,NULL,NULL,NULL,1,Other Region,Other Region
SpongeBob SquarePants: Creatur,1.13999998569489,NULL,0.0899999998509884,0.0899999979883432,6,North America,Other Region
The Inpatient,0.0599999986588955,NULL,0.0500000007450581,0.0199999995529652,1,North America,Other Region
"2 Games in 1 Double Pack: Hot ",0.0900000035762787,NULL,0.0299999993294477,0,1,North America,Other Region
Darius Burst: Chronicle Saviou,NULL,0.0499999988824129,NULL,NULL,2,Japan,Other Region
Rad Rodgers,0.0399999991059303,NULL,NULL,0,3,North America,Other Region
Space Math,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Umihara Kawase Shun,NULL,NULL,NULL,NULL,1,Other Region,Other Region
VR Baseball '97,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Everyday Soccer,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Zero: Tsukihami no Kamen,NULL,0.0799999982118607,NULL,NULL,1,Japan,Other Region
Alex The Fox,NULL,NULL,NULL,NULL,1,Other Region,Other Region
The Shoot,0.129999995231628,0.00999999977648258,0.150000005960464,0.0500000007450581,1,Europe and Africa,Japan
Butterfly Garden,NULL,NULL,NULL,NULL,1,Other Region,Other Region
LEGO 2K Drive,NULL,NULL,NULL,NULL,6,Other Region,Other Region
2 Games in 1: Finding Nemo & F,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Godzilla The Series: Monster W,NULL,NULL,NULL,NULL,1,Other Region,Other Region
K-1 Pocket Grand Prix,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Risen 2: Dark Waters,0.0899999998509884,0.00999999977648258,0.219999998807907,0.0399999991059303,3,Europe and Africa,Japan
Mystery Case Files: Ravenhears,0.00999999977648258,NULL,0.0199999995529652,0,4,Europe and Africa,Other Region
Taiketsu! Rooms,NULL,NULL,NULL,NULL,1,Other Region,Other Region
3x3 Eyes: Kyuusei Koushu,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Gobs of Games,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Shelley Duvall's It's a Bird's,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Guild Wars Trilogy,0,NULL,0.0399999991059303,0.00999999977648258,1,Europe and Africa,North America
Arcade Classic 4: Defender / J,NULL,NULL,NULL,NULL,1,Other Region,Other Region
BlackShot Europe: The Asian Dr,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Master Levels for Doom II,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Dragonology,NULL,NULL,NULL,NULL,3,Other Region,Other Region
EverQuest II: Rise of Kunark,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Mission 3000,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Hole in the Wall: Deluxe Editi,0.100000001490116,NULL,NULL,0.00999999977648258,1,North America,Other Region
Lootfest,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Power Pro Kun Pocket 13,NULL,0.129999995231628,NULL,NULL,1,Japan,Other Region
Sega 3D Classics Collection,0.0500000007450581,NULL,0.00999999977648258,0.00999999977648258,2,North America,Other Region
Finny the Fish & the Seven Wat,0.0199999995529652,NULL,0.0199999995529652,0.00999999977648258,1,North America,Other Region
Kersploosh!,NULL,NULL,NULL,NULL,1,Other Region,Other Region
The Lone Ranger by Disney,NULL,NULL,NULL,NULL,1,Other Region,Other Region
NHL FaceOff 2003,0.109999999403954,NULL,0.0900000035762787,0.0299999993294477,1,North America,Other Region
Tiny Toon Adventures: ACME All,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Fire Emblem: Monshou no Nazo,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Spectral Force Genesis,0.0799999982118607,0.00999999977648258,NULL,0.00999999977648258,1,North America,Other Region
Frets on Fire,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Aerostar,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Air Raid,0.720000028610229,NULL,0.0399999991059303,0.00999999977648258,1,North America,Other Region
Tumble Pop,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Graceful Explosion Machine,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Metrico,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Final Fantasy Origins,NULL,NULL,NULL,NULL,1,Other Region,Other Region
FEDA 2: White Surge the Platoo,NULL,NULL,NULL,NULL,1,Other Region,Other Region
MVP Baseball 2004,1.7400000244379,NULL,0.239999994635582,0.210000006482005,4,North America,Other Region
Yu-Gi-Oh! The Sacred Cards (JP,NULL,0.259999990463257,NULL,0.00999999977648258,1,Japan,Other Region
Pro Yakyuu Spirits 5 Kanzenban,NULL,0.0800000000745058,NULL,NULL,2,Japan,Other Region
Strahl,NULL,NULL,NULL,NULL,1,Other Region,Other Region
"Fairy Tale About Father Frost,",NULL,NULL,NULL,NULL,1,Other Region,Other Region
Zoids Saga DS: Legend of Arcad,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Prince of Persia: The Fallen K,0.0599999986588955,NULL,0,0,1,North America,Europe and Africa
G-Arms: Operation Gundam,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Space Squash,NULL,NULL,NULL,NULL,1,Other Region,Other Region
"Star Wars Trilogy: Apprentice ",0.300000011920929,NULL,0.109999999403954,0.00999999977648258,1,North America,Other Region
Safari Adventures: Africa,0.0599999986588955,NULL,NULL,0,4,North America,Other Region
Secret Of Magia,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Red Faction: Armageddon - Path,NULL,NULL,NULL,NULL,3,Other Region,Other Region
Formula 1,0.180000007152557,0.419999986886978,0.119999997317791,0.0500000007450581,2,Japan,Other Region
Hitman 3,NULL,NULL,NULL,NULL,5,Other Region,Other Region
Wasteland Angel,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Laser Squad: Nemesis,NULL,NULL,NULL,NULL,1,Other Region,Other Region
"Starry * Sky: In Spring - PSP ",NULL,0.0500000007450581,NULL,NULL,3,Japan,Other Region
Deep Sea Trophy Fishing,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Master of Monsters,NULL,NULL,NULL,NULL,1,Other Region,Other Region
GT Pro Series,0.46000000834465,0.0199999995529652,0.00999999977648258,0.0399999991059303,1,North America,Europe and Africa
DT Carnage,0.0299999993294477,NULL,NULL,0,3,North America,Other Region
Sorcerer,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Genius Personal Waeiraku Jiten,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Sideway,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Akalabeth,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Simple 1500 Series Vol. 29: Th,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Shrek Swamp Kart Speedway,0.219999998807907,NULL,0.0799999982118607,0.00999999977648258,1,North America,Other Region
Alliance: Future Combat,NULL,NULL,0,0,1,Europe and Africa,Europe and Africa
Sugar Sugar Rune: Heart Ga Ipp,NULL,NULL,NULL,NULL,1,Other Region,Other Region
ACA NEOGEO THE SUPER SPY,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Ankh: Curse of the Scarab King,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Dragon Ball Z: Taiketsu,0.769999980926514,NULL,0.28999999165535,0.0199999995529652,1,North America,Other Region
Steep,0.469999998807907,0.0199999995529652,0.80000002682209,0.190000005066395,4,Europe and Africa,Japan
Kan Colle Kai,NULL,0.209999993443489,NULL,NULL,1,Japan,Other Region
Super Robot Gakuen,NULL,0.0399999991059303,NULL,NULL,1,Japan,Other Region
Vegas Stakes,NULL,NULL,NULL,NULL,3,Other Region,Other Region
World Conqueror 3D,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Crypt of the NecroDancer: Nint,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Football Academy,NULL,NULL,0.00999999977648258,0,1,Europe and Africa,Other Region
Pirate Texas Holdem Defense,NULL,NULL,NULL,NULL,1,Other Region,Other Region
King Arthur: Fallen Champions,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Farming Simulator 2015,0.629999980330467,NULL,0.649999998509884,0.199999999254942,6,Europe and Africa,Other Region
Time Crisis: Crisis Zone,0.109999999403954,NULL,0.0900000035762787,0.0299999993294477,1,North America,Other Region
Sentimental Graffiti: First Wi,NULL,0.0799999982118607,NULL,0,1,Japan,Other Region
Armored Core: Nine Breaker,0.0299999993294477,NULL,0.0299999993294477,0.00999999977648258,1,North America,Other Region
Akimi Village,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Taiko no Tatsujin: Don Don! My,NULL,0.140000000596046,NULL,NULL,1,Japan,Other Region
T-KARA,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Hunt: Showdown,NULL,NULL,NULL,NULL,3,Other Region,Other Region
Zanac AI (FDS),NULL,NULL,NULL,NULL,1,Other Region,Other Region
Blue Stinger,NULL,0.100000001490116,NULL,NULL,1,Japan,Other Region
Yu-Gi-Oh! Power of Chaos: Yugi,NULL,NULL,0,0,1,Europe and Africa,Europe and Africa
Final Lap Special,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Power Stone Collection,0.0799999982118607,NULL,0,0.00999999977648258,2,North America,Europe and Africa
Monster Energy Supercross: The,NULL,NULL,NULL,NULL,6,Other Region,Other Region
EA Sports Grand Slam Tennis,0.280000001192093,0.0199999995529652,0.509999990463257,0.109999999403954,1,Europe and Africa,Japan
Extermination,0.209999993443489,0.119999997317791,0.159999996423721,0.0500000007450581,1,North America,Other Region
Disney Sports Basketball,0.0199999995529652,NULL,0,0,2,North America,Europe and Africa
Carnage Heart EXA,NULL,0.0199999995529652,NULL,NULL,2,Japan,Other Region
Road Rash Win 95,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Rory McIlroy PGA Tour,0.349999994039536,NULL,0.360000014305115,0.110000003129244,2,Europe and Africa,Other Region
Epic Mickey: Power of Illusion,0.360000014305115,0.0399999991059303,0.0500000007450581,0.0399999991059303,1,North America,Japan
Playmobil Circus,0.0599999986588955,NULL,0.0199999995529652,0.00999999977648258,1,North America,Other Region
No Escape!,NULL,NULL,NULL,NULL,1,Other Region,Other Region
The Final Fantasy Legend,NULL,NULL,NULL,NULL,1,Other Region,Other Region
GraphSpacer Black,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Two Point Campus,NULL,NULL,NULL,NULL,6,Other Region,Other Region
Decathletes,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Demon Sword,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Kung Fu Master,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Cutey Honey FX,NULL,NULL,NULL,NULL,1,Other Region,Other Region
"James ""Buster"" Douglas Knockou",NULL,NULL,NULL,NULL,1,Other Region,Other Region
Midnight Club 3: DUB Edition,2.25999999046326,NULL,1.32000003010035,0.82000002078712,3,North America,Other Region
NBA 2K11,4.64999997615814,0.0399999991059303,0.349999990314245,0.419999988749623,7,North America,Japan
All Star Pro-Wrestling,NULL,0.200000002980232,NULL,NULL,1,Japan,Other Region
Hiiro no Kakera: Shin Tamayori,NULL,0.0499999988824129,NULL,NULL,3,Japan,Other Region
Kumitate Battle: Kuttu Ketto,NULL,NULL,NULL,NULL,2,Other Region,Other Region
Rhapsody: A Musical Adventure,0.0700000002980232,NULL,0.00999999977648258,0,2,North America,Other Region
Mutation Nation (CD),NULL,NULL,NULL,NULL,1,Other Region,Other Region
Scorpion,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Captain Morgane and the Golden,NULL,NULL,0.0699999984353781,0,4,Europe and Africa,Other Region
Kono Aozora ni Yakusoku o: Ten,NULL,0.00999999977648258,NULL,NULL,2,Japan,Other Region
Mystereet Portable,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Quiz King of Fighters (CD),NULL,NULL,NULL,NULL,1,Other Region,Other Region
Dark Souls II: Crown of the Su,NULL,NULL,NULL,NULL,5,Other Region,Other Region
Pro Evolution Soccer 2014,0.109999997541308,0.839999988675117,0.740000005811453,0.119999997317791,6,Japan,North America
Street Fighter EX2 Plus,0.129999995231628,NULL,0.0900000035762787,0.0199999995529652,1,North America,Other Region
The Elder Scrolls IV: Shiverin,0.240000002086163,NULL,NULL,0.0199999995529652,3,North America,Other Region
Zettai Onkan Otoda Master,NULL,0.0700000002980232,NULL,NULL,1,Japan,Other Region
S.Y.K Renshouden,NULL,0.0299999993294477,NULL,NULL,1,Japan,Other Region
Marvel Land (Arcade),NULL,NULL,NULL,NULL,1,Other Region,Other Region
World Championship Soccer,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Spanky's Quest,NULL,NULL,NULL,NULL,1,Other Region,Other Region
Spankys Quest,NULL,NULL,NULL,NULL,1,Other Region,Other Region
